home,away,ft
Tampa Bay Lightning,Pittsburgh Penguins,"[6, 1]"
Buffalo Sabres,Ottawa Senators,"[3, 2]"
Carolina Hurricanes,Nashville Predators,"[1, 3]"
Minnesota Wild,Vegas Golden Knights,"[1, 5]"
St. Louis Blues,Montreal Canadiens,"[6, 1]"
Colorado Avalanche,Detroit Red Wings,"[5, 2]"
Los Angeles Kings,New York Rangers,"[3, 1]"
Chicago Blackhawks,New Jersey Devils,"[3, 5]"
New York Islanders,Vancouver Canucks,"[2, 5]"
Edmonton Oilers,Dallas Stars,"[3, 4]"
Anaheim Ducks,Boston Bruins,"[6, 2]"
Detroit Red Wings,Ottawa Senators,"[3, 4]"
Philadelphia Flyers,Montreal Canadiens,"[6, 4]"
Tampa Bay Lightning,Utah Mammoth,"[8, 0]"
Buffalo Sabres,Pittsburgh Penguins,"[7, 3]"
Minnesota Wild,Washington Capitals,"[4, 2]"
Nashville Predators,St. Louis Blues,"[2, 3]"
Calgary Flames,Dallas Stars,"[2, 5]"
Colorado Avalanche,Los Angeles Kings,"[4, 0]"
Seattle Kraken,Edmonton Oilers,"[6, 1]"
Carolina Hurricanes,Montreal Canadiens,"[4, 1]"
Winnipeg Jets,New Jersey Devils,"[4, 0]"
Chicago Blackhawks,Vegas Golden Knights,"[3, 5]"
Philadelphia Flyers,Buffalo Sabres,"[7, 4]"
Tampa Bay Lightning,New York Islanders,"[5, 3]"
Colorado Avalanche,St. Louis Blues,"[1, 2]"
Minnesota Wild,New Jersey Devils,"[2, 5]"
Nashville Predators,Vegas Golden Knights,"[1, 3]"
Los Angeles Kings,Toronto Maple Leafs,"[1, 3]"
Ottawa Senators,Columbus Blue Jackets,"[3, 2]"
Detroit Red Wings,Boston Bruins,"[2, 1]"
San Jose Sharks,New York Rangers,"[1, 6]"
Seattle Kraken,Dallas Stars,"[1, 5]"
Florida Panthers,Montreal Canadiens,"[2, 4]"
Washington Capitals,Buffalo Sabres,"[5, 8]"
Winnipeg Jets,Vancouver Canucks,"[3, 1]"
Chicago Blackhawks,Utah Mammoth,"[2, 5]"
Carolina Hurricanes,New York Islanders,"[6, 4]"
Anaheim Ducks,Toronto Maple Leafs,"[2, 3]"
Los Angeles Kings,San Jose Sharks,"[8, 1]"
Philadelphia Flyers,Nashville Predators,"[2, 1]"
Seattle Kraken,Dallas Stars,"[1, 3]"
Boston Bruins,Washington Capitals,"[3, 4]"
Columbus Blue Jackets,Nashville Predators,"[8, 4]"
Ottawa Senators,Buffalo Sabres,"[2, 5]"
New York Islanders,Tampa Bay Lightning,"[1, 4]"
Utah Mammoth,Calgary Flames,"[3, 1]"
Vegas Golden Knights,Edmonton Oilers,"[2, 3]"
Los Angeles Kings,Winnipeg Jets,"[4, 1]"
Carolina Hurricanes,Washington Capitals,"[5, 1]"
Toronto Maple Leafs,Florida Panthers,"[3, 2]"
Vancouver Canucks,Seattle Kraken,"[0, 5]"
Montreal Canadiens,Boston Bruins,"[4, 1]"
Ottawa Senators,Tampa Bay Lightning,"[2, 1]"
Columbus Blue Jackets,Colorado Avalanche,"[3, 7]"
Dallas Stars,Nashville Predators,"[5, 1]"
Utah Mammoth,Los Angeles Kings,"[2, 4]"
Calgary Flames,Anaheim Ducks,"[4, 1]"
Vegas Golden Knights,Winnipeg Jets,"[0, 4]"
San Jose Sharks,Edmonton Oilers,"[2, 3]"
Detroit Red Wings,Carolina Hurricanes,"[5, 3]"
Washington Capitals,Chicago Blackhawks,"[5, 3]"
New York Islanders,Minnesota Wild,"[3, 1]"
New Jersey Devils,New York Rangers,"[4, 0]"
Ottawa Senators,Florida Panthers,"[3, 0]"
Dallas Stars,Pittsburgh Penguins,"[3, 5]"
Los Angeles Kings,Edmonton Oilers,"[3, 0]"
Vancouver Canucks,Anaheim Ducks,"[6, 2]"
St. Louis Blues,Colorado Avalanche,"[5, 4]"
Toronto Maple Leafs,Columbus Blue Jackets,"[5, 0]"
Utah Mammoth,Winnipeg Jets,"[4, 1]"
Montreal Canadiens,Philadelphia Flyers,"[3, 2]"
Boston Bruins,Carolina Hurricanes,"[5, 1]"
San Jose Sharks,Seattle Kraken,"[1, 5]"
New York Islanders,Washington Capitals,"[4, 1]"
Ottawa Senators,Columbus Blue Jackets,"[4, 0]"
Detroit Red Wings,Florida Panthers,"[2, 1]"
Buffalo Sabres,Boston Bruins,"[6, 3]"
Chicago Blackhawks,Pittsburgh Penguins,"[3, 1]"
Nashville Predators,Montreal Canadiens,"[1, 2]"
Vancouver Canucks,Vegas Golden Knights,"[2, 3]"
New York Rangers,Tampa Bay Lightning,"[1, 5]"
Winnipeg Jets,St. Louis Blues,"[3, 1]"
Anaheim Ducks,Edmonton Oilers,"[3, 2]"
Los Angeles Kings,Seattle Kraken,"[1, 2]"
San Jose Sharks,Calgary Flames,"[2, 3]"
Montreal Canadiens,Detroit Red Wings,"[4, 1]"
New Jersey Devils,Boston Bruins,"[2, 7]"
Pittsburgh Penguins,Chicago Blackhawks,"[5, 0]"
Florida Panthers,Toronto Maple Leafs,"[3, 1]"
Columbus Blue Jackets,Ottawa Senators,"[5, 2]"
Buffalo Sabres,Carolina Hurricanes,"[3, 0]"
Utah Mammoth,Seattle Kraken,"[7, 1]"
New York Rangers,Philadelphia Flyers,"[5, 8]"
Edmonton Oilers,St. Louis Blues,"[4, 3]"
Florida Panthers,Detroit Red Wings,"[4, 1]"
Columbus Blue Jackets,Buffalo Sabres,"[3, 2]"
Boston Bruins,Chicago Blackhawks,"[2, 5]"
New York Islanders,New York Rangers,"[2, 9]"
Dallas Stars,Winnipeg Jets,"[0, 4]"
Colorado Avalanche,Vancouver Canucks,"[1, 4]"
Los Angeles Kings,Anaheim Ducks,"[6, 1]"
Vegas Golden Knights,Seattle Kraken,"[2, 1]"
Ottawa Senators,Montreal Canadiens,"[5, 2]"
New Jersey Devils,Pittsburgh Penguins,"[2, 4]"
Edmonton Oilers,San Jose Sharks,"[4, 2]"
Calgary Flames,Minnesota Wild,"[4, 2]"
Columbus Blue Jackets,Washington Capitals,"[7, 0]"
Carolina Hurricanes,New York Rangers,"[7, 3]"
Los Angeles Kings,Colorado Avalanche,"[5, 4]"
Dallas Stars,Utah Mammoth,"[3, 5]"
Vegas Golden Knights,Nashville Predators,"[5, 3]"
New Jersey Devils,New York Islanders,"[0, 1]"
Pittsburgh Penguins,Boston Bruins,"[1, 4]"
Carolina Hurricanes,Toronto Maple Leafs,"[1, 4]"
Tampa Bay Lightning,Buffalo Sabres,"[7, 4]"
Washington Capitals,Columbus Blue Jackets,"[1, 4]"
Winnipeg Jets,Edmonton Oilers,"[1, 4]"
Calgary Flames,San Jose Sharks,"[5, 2]"
Anaheim Ducks,Colorado Avalanche,"[2, 4]"
Detroit Red Wings,Dallas Stars,"[6, 4]"
Florida Panthers,New York Rangers,"[3, 5]"
Nashville Predators,Utah Mammoth,"[3, 7]"
Edmonton Oilers,Los Angeles Kings,"[0, 5]"
Buffalo Sabres,Toronto Maple Leafs,"[0, 4]"
Philadelphia Flyers,Columbus Blue Jackets,"[0, 3]"
Tampa Bay Lightning,Florida Panthers,"[5, 1]"
New York Islanders,Washington Capitals,"[1, 3]"
St. Louis Blues,Utah Mammoth,"[6, 1]"
Seattle Kraken,Los Angeles Kings,"[5, 6]"
Montreal Canadiens,Carolina Hurricanes,"[4, 2]"
New Jersey Devils,Detroit Red Wings,"[2, 5]"
Nashville Predators,Dallas Stars,"[5, 1]"
Vancouver Canucks,Vegas Golden Knights,"[1, 4]"
San Jose Sharks,Edmonton Oilers,"[0, 3]"
Buffalo Sabres,Philadelphia Flyers,"[5, 4]"
Columbus Blue Jackets,New York Islanders,"[6, 1]"
New York Rangers,Tampa Bay Lightning,"[4, 0]"
Ottawa Senators,Carolina Hurricanes,"[7, 5]"
Pittsburgh Penguins,Washington Capitals,"[5, 2]"
Los Angeles Kings,Calgary Flames,"[1, 5]"
Winnipeg Jets,St. Louis Blues,"[5, 3]"
Dallas Stars,Colorado Avalanche,"[1, 5]"
Carolina Hurricanes,New Jersey Devils,"[4, 1]"
Toronto Maple Leafs,Ottawa Senators,"[6, 2]"
Vegas Golden Knights,Minnesota Wild,"[4, 2]"
Winnipeg Jets,St. Louis Blues,"[2, 1]"
Los Angeles Kings,Edmonton Oilers,"[6, 5]"
Carolina Hurricanes,New Jersey Devils,"[3, 1]"
Tampa Bay Lightning,Florida Panthers,"[2, 6]"
Vegas Golden Knights,Minnesota Wild,"[2, 5]"
Washington Capitals,Montreal Canadiens,"[3, 1]"
Los Angeles Kings,Edmonton Oilers,"[6, 2]"
Tampa Bay Lightning,Florida Panthers,"[0, 2]"
Minnesota Wild,Vegas Golden Knights,"[5, 2]"
St. Louis Blues,Winnipeg Jets,"[7, 2]"
Montreal Canadiens,Washington Capitals,"[6, 3]"
Edmonton Oilers,Los Angeles Kings,"[7, 4]"
Florida Panthers,Tampa Bay Lightning,"[1, 5]"
Colorado Avalanche,Dallas Stars,"[4, 0]"
St. Louis Blues,Winnipeg Jets,"[5, 1]"
New Jersey Devils,Carolina Hurricanes,"[2, 5]"
Montreal Canadiens,Washington Capitals,"[2, 5]"
Florida Panthers,Tampa Bay Lightning,"[4, 2]"
Dallas Stars,Colorado Avalanche,"[6, 2]"
Toronto Maple Leafs,Ottawa Senators,"[0, 4]"
Los Angeles Kings,Edmonton Oilers,"[1, 3]"
Washington Capitals,Montreal Canadiens,"[4, 1]"
Tampa Bay Lightning,Florida Panthers,"[3, 6]"
Winnipeg Jets,St. Louis Blues,"[5, 3]"
Ottawa Senators,Toronto Maple Leafs,"[2, 4]"
Minnesota Wild,Vegas Golden Knights,"[2, 3]"
Colorado Avalanche,Dallas Stars,"[7, 4]"
Edmonton Oilers,Los Angeles Kings,"[6, 4]"
St. Louis Blues,Winnipeg Jets,"[5, 2]"
Dallas Stars,Colorado Avalanche,"[4, 2]"
Toronto Maple Leafs,Florida Panthers,"[5, 4]"
Vegas Golden Knights,Edmonton Oilers,"[2, 4]"
Toronto Maple Leafs,Florida Panthers,"[4, 3]"
Winnipeg Jets,Dallas Stars,"[2, 3]"
Washington Capitals,Carolina Hurricanes,"[3, 1]"
Winnipeg Jets,Dallas Stars,"[4, 0]"
Carolina Hurricanes,Washington Capitals,"[4, 0]"
Edmonton Oilers,Vegas Golden Knights,"[3, 4]"
Dallas Stars,Winnipeg Jets,"[5, 2]"
Florida Panthers,Toronto Maple Leafs,"[2, 0]"
Carolina Hurricanes,Washington Capitals,"[5, 2]"
Edmonton Oilers,Vegas Golden Knights,"[3, 0]"
Dallas Stars,Winnipeg Jets,"[3, 1]"
Toronto Maple Leafs,Florida Panthers,"[1, 6]"
Washington Capitals,Carolina Hurricanes,"[1, 3]"
Winnipeg Jets,Dallas Stars,"[4, 0]"
Florida Panthers,Toronto Maple Leafs,"[0, 2]"
Toronto Maple Leafs,Florida Panthers,"[1, 6]"
Carolina Hurricanes,Florida Panthers,"[2, 5]"
Dallas Stars,Edmonton Oilers,"[6, 3]"
Carolina Hurricanes,Florida Panthers,"[0, 5]"
Dallas Stars,Edmonton Oilers,"[0, 3]"
Florida Panthers,Carolina Hurricanes,"[6, 2]"
Edmonton Oilers,Dallas Stars,"[6, 1]"
Florida Panthers,Carolina Hurricanes,"[0, 3]"
Edmonton Oilers,Dallas Stars,"[4, 1]"
Carolina Hurricanes,Florida Panthers,"[3, 5]"
Dallas Stars,Edmonton Oilers,"[3, 6]"
Florida Panthers,Edmonton Oilers,"[6, 1]"
Edmonton Oilers,Florida Panthers,"[2, 5]"
Florida Panthers,Edmonton Oilers,"[5, 1]"
