home,away,ft
Buffalo Bisons,Syracuse Mets,"[5, 3]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[1, 5]"
Nashville Sounds,Charlotte Knights,"[9, 1]"
St. Paul,Omaha Storm Chasers,"[6, 1]"
Iowa Cubs,Indianapolis Indians,"[3, 7]"
Scranton/WB,Worcester,"[9, 7]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[5, 4]"
Durham Bulls,Gwinnett Stripers,"[3, 0]"
Buffalo Bisons,Syracuse Mets,"[3, 6]"
Rochester Red Wings,Lehigh Valley IronPigs,"[4, 7]"
Toledo Mud Hens,Louisville Bats,"[4, 3]"
Columbus Clippers,Memphis Redbirds,"[10, 8]"
Iowa Cubs,Indianapolis Indians,"[5, 8]"
Nashville Sounds,Charlotte Knights,"[1, 8]"
St. Paul,Omaha Storm Chasers,"[2, 9]"
Rochester Red Wings,Lehigh Valley IronPigs,"[4, 1]"
Scranton/WB,Worcester,"[5, 6]"
Columbus Clippers,Memphis Redbirds,"[10, 3]"
Buffalo Bisons,Syracuse Mets,"[9, 3]"
Toledo Mud Hens,Louisville Bats,"[10, 5]"
Iowa Cubs,Indianapolis Indians,"[8, 9]"
St. Paul,Omaha Storm Chasers,"[1, 9]"
Norfolk Tides,Jacksonville Jumbo Shrimp,"[5, 4]"
Durham Bulls,Gwinnett Stripers,"[4, 3]"
Norfolk Tides,Charlotte Knights,"[4, 6]"
Scranton/WB,Louisville Bats,"[2, 1]"
Durham Bulls,Memphis Redbirds,"[11, 6]"
Worcester,Buffalo Bisons,"[11, 6]"
Rochester Red Wings,Omaha Storm Chasers,"[15, 4]"
Charlotte Knights,Norfolk Tides,"[2, 6]"
Jacksonville Jumbo Shrimp,Lehigh Valley IronPigs,"[7, 3]"
Indianapolis Indians,Toledo Mud Hens,"[7, 5]"
Gwinnett Stripers,Nashville Sounds,"[3, 9]"
Columbus Clippers,Syracuse Mets,"[1, 7]"
Iowa Cubs,St. Paul,"[4, 5]"
Columbus Clippers,Syracuse Mets,"[12, 8]"
Scranton/WB,Louisville Bats,"[6, 2]"
Rochester Red Wings,Omaha Storm Chasers,"[3, 2]"
Iowa Cubs,St. Paul,"[0, 11]"
Durham Bulls,Memphis Redbirds,"[4, 7]"
Charlotte Knights,Norfolk Tides,"[6, 2]"
Indianapolis Indians,Toledo Mud Hens,"[7, 5]"
Gwinnett Stripers,Nashville Sounds,"[6, 3]"
Worcester,Buffalo Bisons,"[9, 8]"
Worcester,Buffalo Bisons,"[5, 8]"
Jacksonville Jumbo Shrimp,Lehigh Valley IronPigs,"[4, 8]"
Scranton/WB,Louisville Bats,"[8, 10]"
Durham Bulls,Memphis Redbirds,"[6, 9]"
Rochester Red Wings,Omaha Storm Chasers,"[7, 3]"
Charlotte Knights,Norfolk Tides,"[10, 18]"
Jacksonville Jumbo Shrimp,Lehigh Valley IronPigs,"[0, 5]"
Indianapolis Indians,Toledo Mud Hens,"[7, 3]"
Gwinnett Stripers,Nashville Sounds,"[1, 2]"
Columbus Clippers,Syracuse Mets,"[6, 5]"
Iowa Cubs,St. Paul,"[2, 8]"
Scranton/WB,Louisville Bats,"[2, 4]"
Durham Bulls,Memphis Redbirds,"[6, 5]"
Rochester Red Wings,Omaha Storm Chasers,"[0, 1]"
Worcester,Buffalo Bisons,"[3, 5]"
Charlotte Knights,Norfolk Tides,"[7, 6]"
Jacksonville Jumbo Shrimp,Lehigh Valley IronPigs,"[5, 14]"
Indianapolis Indians,Toledo Mud Hens,"[4, 5]"
Gwinnett Stripers,Nashville Sounds,"[11, 2]"
Iowa Cubs,St. Paul,"[5, 1]"
Scranton/WB,Louisville Bats,"[8, 2]"
Worcester,Buffalo Bisons,"[10, 7]"
Columbus Clippers,Syracuse Mets,"[7, 1]"
Gwinnett Stripers,Nashville Sounds,"[8, 5]"
Charlotte Knights,Norfolk Tides,"[12, 1]"
Jacksonville Jumbo Shrimp,Lehigh Valley IronPigs,"[6, 5]"
Durham Bulls,Memphis Redbirds,"[2, 3]"
Rochester Red Wings,Omaha Storm Chasers,"[0, 2]"
Columbus Clippers,Syracuse Mets,"[3, 0]"
Indianapolis Indians,Toledo Mud Hens,"[7, 8]"
Iowa Cubs,St. Paul,"[1, 5]"
Worcester,Buffalo Bisons,"[1, 10]"
Scranton/WB,Louisville Bats,"[5, 2]"
Rochester Red Wings,Omaha Storm Chasers,"[1, 9]"
Gwinnett Stripers,Nashville Sounds,"[4, 6]"
Columbus Clippers,Syracuse Mets,"[4, 1]"
Indianapolis Indians,Toledo Mud Hens,"[8, 10]"
Iowa Cubs,St. Paul,"[10, 9]"
Durham Bulls,Memphis Redbirds,"[6, 8]"
Charlotte Knights,Norfolk Tides,"[2, 4]"
Syracuse Mets,Worcester,"[8, 6]"
Norfolk Tides,Durham Bulls,"[3, 10]"
Louisville Bats,Charlotte Knights,"[5, 10]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[9, 2]"
Nashville Sounds,Indianapolis Indians,"[8, 4]"
Memphis Redbirds,Gwinnett Stripers,"[7, 6]"
Omaha Storm Chasers,Iowa Cubs,"[2, 4]"
St. Paul,Columbus Clippers,"[4, 7]"
Syracuse Mets,Worcester,"[6, 9]"
Buffalo Bisons,Rochester Red Wings,"[5, 10]"
St. Paul,Columbus Clippers,"[4, 2]"
Buffalo Bisons,Rochester Red Wings,"[5, 3]"
Louisville Bats,Charlotte Knights,"[6, 2]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[4, 6]"
Nashville Sounds,Indianapolis Indians,"[3, 4]"
Memphis Redbirds,Gwinnett Stripers,"[2, 1]"
Omaha Storm Chasers,Iowa Cubs,"[6, 2]"
Norfolk Tides,Durham Bulls,"[2, 1]"
Norfolk Tides,Durham Bulls,"[1, 2]"
Lehigh Valley IronPigs,Scranton/WB,"[1, 8]"
Syracuse Mets,Worcester,"[3, 6]"
Louisville Bats,Charlotte Knights,"[5, 4]"
Buffalo Bisons,Rochester Red Wings,"[3, 2]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[3, 6]"
Nashville Sounds,Indianapolis Indians,"[3, 1]"
Memphis Redbirds,Gwinnett Stripers,"[4, 5]"
Omaha Storm Chasers,Iowa Cubs,"[2, 3]"
St. Paul,Columbus Clippers,"[2, 1]"
Norfolk Tides,Durham Bulls,"[4, 3]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[7, 6]"
Lehigh Valley IronPigs,Scranton/WB,"[1, 4]"
Buffalo Bisons,Rochester Red Wings,"[4, 10]"
Louisville Bats,Charlotte Knights,"[6, 4]"
Nashville Sounds,Indianapolis Indians,"[0, 6]"
Omaha Storm Chasers,Iowa Cubs,"[3, 6]"
Memphis Redbirds,Gwinnett Stripers,"[3, 9]"
St. Paul,Columbus Clippers,"[3, 5]"
Syracuse Mets,Worcester,"[4, 5]"
Lehigh Valley IronPigs,Scranton/WB,"[3, 9]"
Norfolk Tides,Durham Bulls,"[4, 5]"
Buffalo Bisons,Rochester Red Wings,"[2, 1]"
Lehigh Valley IronPigs,Scranton/WB,"[6, 4]"
Syracuse Mets,Worcester,"[5, 2]"
Omaha Storm Chasers,Iowa Cubs,"[16, 3]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[8, 7]"
Louisville Bats,Charlotte Knights,"[5, 11]"
Nashville Sounds,Indianapolis Indians,"[3, 0]"
Memphis Redbirds,Gwinnett Stripers,"[8, 2]"
St. Paul,Columbus Clippers,"[8, 11]"
Louisville Bats,Charlotte Knights,"[4, 3]"
Buffalo Bisons,Rochester Red Wings,"[8, 10]"
Lehigh Valley IronPigs,Scranton/WB,"[2, 6]"
Memphis Redbirds,Gwinnett Stripers,"[5, 4]"
St. Paul,Columbus Clippers,"[5, 6]"
Toledo Mud Hens,Jacksonville Jumbo Shrimp,"[6, 7]"
Norfolk Tides,Durham Bulls,"[7, 2]"
Omaha Storm Chasers,Iowa Cubs,"[4, 3]"
Nashville Sounds,Indianapolis Indians,"[3, 0]"
Scranton/WB,Buffalo Bisons,"[6, 4]"
Durham Bulls,Nashville Sounds,"[8, 3]"
Rochester Red Wings,Syracuse Mets,"[8, 1]"
Worcester,Lehigh Valley IronPigs,"[4, 3]"
Charlotte Knights,Toledo Mud Hens,"[3, 1]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[4, 3]"
Gwinnett Stripers,Norfolk Tides,"[5, 4]"
Indianapolis Indians,St. Paul,"[5, 4]"
Omaha Storm Chasers,Louisville Bats,"[2, 9]"
Rochester Red Wings,Syracuse Mets,"[11, 2]"
Indianapolis Indians,St. Paul,"[6, 5]"
Scranton/WB,Buffalo Bisons,"[3, 1]"
Durham Bulls,Nashville Sounds,"[10, 9]"
Worcester,Lehigh Valley IronPigs,"[2, 1]"
Charlotte Knights,Toledo Mud Hens,"[4, 6]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[7, 2]"
Gwinnett Stripers,Norfolk Tides,"[13, 3]"
Omaha Storm Chasers,Louisville Bats,"[5, 4]"
Iowa Cubs,Columbus Clippers,"[5, 9]"
Scranton/WB,Buffalo Bisons,"[8, 2]"
Durham Bulls,Nashville Sounds,"[0, 1]"
Worcester,Lehigh Valley IronPigs,"[1, 4]"
Rochester Red Wings,Syracuse Mets,"[4, 2]"
Charlotte Knights,Toledo Mud Hens,"[3, 2]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[0, 6]"
Indianapolis Indians,St. Paul,"[6, 4]"
Gwinnett Stripers,Norfolk Tides,"[15, 1]"
Omaha Storm Chasers,Louisville Bats,"[8, 0]"
Iowa Cubs,Columbus Clippers,"[5, 1]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[2, 1]"
Scranton/WB,Buffalo Bisons,"[3, 2]"
Durham Bulls,Nashville Sounds,"[3, 2]"
Worcester,Lehigh Valley IronPigs,"[3, 0]"
Rochester Red Wings,Syracuse Mets,"[9, 2]"
Charlotte Knights,Toledo Mud Hens,"[1, 5]"
Indianapolis Indians,St. Paul,"[3, 2]"
Gwinnett Stripers,Norfolk Tides,"[7, 0]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[5, 10]"
Omaha Storm Chasers,Louisville Bats,"[10, 0]"
Iowa Cubs,Columbus Clippers,"[4, 3]"
Charlotte Knights,Toledo Mud Hens,"[6, 4]"
Worcester,Lehigh Valley IronPigs,"[3, 0]"
Iowa Cubs,Columbus Clippers,"[12, 3]"
Scranton/WB,Buffalo Bisons,"[1, 9]"
Gwinnett Stripers,Norfolk Tides,"[7, 5]"
Durham Bulls,Nashville Sounds,"[7, 4]"
Rochester Red Wings,Syracuse Mets,"[9, 1]"
Omaha Storm Chasers,Louisville Bats,"[5, 6]"
Indianapolis Indians,St. Paul,"[3, 0]"
Iowa Cubs,Columbus Clippers,"[1, 5]"
Worcester,Lehigh Valley IronPigs,"[10, 8]"
Scranton/WB,Buffalo Bisons,"[5, 7]"
Rochester Red Wings,Syracuse Mets,"[4, 8]"
Gwinnett Stripers,Norfolk Tides,"[7, 8]"
Indianapolis Indians,St. Paul,"[7, 6]"
Iowa Cubs,Columbus Clippers,"[2, 7]"
Jacksonville Jumbo Shrimp,Memphis Redbirds,"[10, 9]"
Durham Bulls,Nashville Sounds,"[2, 4]"
Charlotte Knights,Toledo Mud Hens,"[3, 8]"
Omaha Storm Chasers,Louisville Bats,"[1, 0]"
Columbus Clippers,Indianapolis Indians,"[2, 1]"
Norfolk Tides,Worcester,"[5, 8]"
Toledo Mud Hens,Iowa Cubs,"[5, 6]"
Syracuse Mets,Durham Bulls,"[3, 2]"
Louisville Bats,Gwinnett Stripers,"[1, 3]"
Buffalo Bisons,Omaha Storm Chasers,"[3, 7]"
Lehigh Valley IronPigs,Rochester Red Wings,"[4, 9]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[9, 5]"
Memphis Redbirds,Charlotte Knights,"[8, 7]"
St. Paul,Scranton/WB,"[4, 9]"
Columbus Clippers,Indianapolis Indians,"[5, 1]"
Buffalo Bisons,Omaha Storm Chasers,"[2, 5]"
Syracuse Mets,Durham Bulls,"[6, 11]"
Norfolk Tides,Worcester,"[3, 12]"
Toledo Mud Hens,Iowa Cubs,"[3, 2]"
Louisville Bats,Gwinnett Stripers,"[3, 6]"
Lehigh Valley IronPigs,Rochester Red Wings,"[1, 4]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[0, 5]"
Memphis Redbirds,Charlotte Knights,"[8, 7]"
St. Paul,Scranton/WB,"[7, 6]"
Norfolk Tides,Worcester,"[3, 5]"
Columbus Clippers,Indianapolis Indians,"[8, 9]"
Toledo Mud Hens,Iowa Cubs,"[3, 5]"
Syracuse Mets,Durham Bulls,"[1, 7]"
Louisville Bats,Gwinnett Stripers,"[2, 7]"
Buffalo Bisons,Omaha Storm Chasers,"[7, 0]"
Lehigh Valley IronPigs,Rochester Red Wings,"[3, 12]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[2, 1]"
Memphis Redbirds,Charlotte Knights,"[3, 8]"
St. Paul,Scranton/WB,"[8, 7]"
Syracuse Mets,Durham Bulls,"[9, 6]"
Norfolk Tides,Worcester,"[4, 8]"
Toledo Mud Hens,Iowa Cubs,"[3, 5]"
Lehigh Valley IronPigs,Rochester Red Wings,"[6, 2]"
Columbus Clippers,Indianapolis Indians,"[2, 6]"
Buffalo Bisons,Omaha Storm Chasers,"[2, 5]"
Louisville Bats,Gwinnett Stripers,"[7, 8]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[4, 1]"
Memphis Redbirds,Charlotte Knights,"[4, 1]"
St. Paul,Scranton/WB,"[14, 6]"
Syracuse Mets,Durham Bulls,"[1, 0]"
Norfolk Tides,Worcester,"[6, 3]"
Lehigh Valley IronPigs,Rochester Red Wings,"[2, 1]"
Buffalo Bisons,Omaha Storm Chasers,"[4, 2]"
Toledo Mud Hens,Iowa Cubs,"[5, 3]"
Columbus Clippers,Indianapolis Indians,"[6, 3]"
Louisville Bats,Gwinnett Stripers,"[4, 5]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[1, 10]"
Memphis Redbirds,Charlotte Knights,"[1, 10]"
St. Paul,Scranton/WB,"[3, 6]"
Syracuse Mets,Durham Bulls,"[6, 10]"
Louisville Bats,Gwinnett Stripers,"[3, 11]"
Columbus Clippers,Indianapolis Indians,"[5, 2]"
Buffalo Bisons,Omaha Storm Chasers,"[6, 7]"
Lehigh Valley IronPigs,Rochester Red Wings,"[13, 2]"
Toledo Mud Hens,Iowa Cubs,"[2, 4]"
Memphis Redbirds,Charlotte Knights,"[3, 8]"
St. Paul,Scranton/WB,"[2, 5]"
Norfolk Tides,Worcester,"[0, 13]"
Nashville Sounds,Jacksonville Jumbo Shrimp,"[10, 0]"
Scranton/WB,Rochester Red Wings,"[9, 7]"
Durham Bulls,Buffalo Bisons,"[7, 6]"
Charlotte Knights,Nashville Sounds,"[16, 7]"
Worcester,Toledo Mud Hens,"[12, 2]"
Lehigh Valley IronPigs,Syracuse Mets,"[6, 4]"
Gwinnett Stripers,Columbus Clippers,"[10, 11]"
Indianapolis Indians,Louisville Bats,"[4, 3]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[3, 4]"
Omaha Storm Chasers,St. Paul,"[2, 8]"
Iowa Cubs,Memphis Redbirds,"[4, 3]"
Iowa Cubs,Memphis Redbirds,"[4, 2]"
Indianapolis Indians,Louisville Bats,"[2, 1]"
Scranton/WB,Rochester Red Wings,"[5, 1]"
Durham Bulls,Buffalo Bisons,"[14, 8]"
Charlotte Knights,Nashville Sounds,"[2, 12]"
Lehigh Valley IronPigs,Syracuse Mets,"[2, 3]"
Worcester,Toledo Mud Hens,"[5, 4]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[2, 1]"
Gwinnett Stripers,Columbus Clippers,"[6, 7]"
Omaha Storm Chasers,St. Paul,"[2, 3]"
Louisville Bats,Indianapolis Indians,"[1, 2]"
Durham Bulls,Buffalo Bisons,"[6, 3]"
Lehigh Valley IronPigs,Syracuse Mets,"[6, 13]"
Worcester,Toledo Mud Hens,"[2, 4]"
Charlotte Knights,Nashville Sounds,"[1, 5]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[7, 12]"
Indianapolis Indians,Louisville Bats,"[10, 6]"
Gwinnett Stripers,Columbus Clippers,"[4, 5]"
Iowa Cubs,Memphis Redbirds,"[2, 18]"
Scranton/WB,Rochester Red Wings,"[2, 6]"
Omaha Storm Chasers,St. Paul,"[6, 5]"
Durham Bulls,Buffalo Bisons,"[7, 0]"
Worcester,Toledo Mud Hens,"[1, 2]"
Lehigh Valley IronPigs,Syracuse Mets,"[5, 1]"
Scranton/WB,Rochester Red Wings,"[1, 4]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[0, 5]"
Gwinnett Stripers,Columbus Clippers,"[2, 1]"
Omaha Storm Chasers,St. Paul,"[3, 8]"
Iowa Cubs,Memphis Redbirds,"[6, 2]"
Scranton/WB,Rochester Red Wings,"[12, 7]"
Worcester,Toledo Mud Hens,"[0, 6]"
Charlotte Knights,Nashville Sounds,"[5, 3]"
Indianapolis Indians,Louisville Bats,"[9, 8]"
Charlotte Knights,Nashville Sounds,"[7, 8]"
Gwinnett Stripers,Columbus Clippers,"[4, 6]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[3, 1]"
Lehigh Valley IronPigs,Syracuse Mets,"[8, 4]"
Durham Bulls,Buffalo Bisons,"[9, 5]"
Omaha Storm Chasers,St. Paul,"[9, 1]"
Indianapolis Indians,Louisville Bats,"[0, 6]"
Iowa Cubs,Memphis Redbirds,"[8, 10]"
Worcester,Toledo Mud Hens,"[11, 6]"
Scranton/WB,Rochester Red Wings,"[4, 5]"
Gwinnett Stripers,Columbus Clippers,"[1, 0]"
Durham Bulls,Buffalo Bisons,"[0, 9]"
Indianapolis Indians,Louisville Bats,"[10, 9]"
Iowa Cubs,Memphis Redbirds,"[7, 6]"
Omaha Storm Chasers,St. Paul,"[3, 4]"
Lehigh Valley IronPigs,Syracuse Mets,"[0, 1]"
Jacksonville Jumbo Shrimp,Norfolk Tides,"[2, 1]"
Rochester Red Wings,Worcester,"[1, 3]"
Toledo Mud Hens,Indianapolis Indians,"[1, 12]"
St. Paul,Iowa Cubs,"[8, 11]"
Columbus Clippers,Durham Bulls,"[1, 5]"
Buffalo Bisons,Lehigh Valley IronPigs,"[12, 0]"
Columbus Clippers,Durham Bulls,"[1, 5]"
Syracuse Mets,Scranton/WB,"[1, 4]"
Norfolk Tides,Charlotte Knights,"[2, 4]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[3, 4]"
Nashville Sounds,Gwinnett Stripers,"[13, 4]"
Memphis Redbirds,Omaha Storm Chasers,"[3, 13]"
Rochester Red Wings,Worcester,"[0, 7]"
Buffalo Bisons,Lehigh Valley IronPigs,"[4, 5]"
Toledo Mud Hens,Indianapolis Indians,"[6, 9]"
Syracuse Mets,Scranton/WB,"[8, 10]"
Norfolk Tides,Charlotte Knights,"[3, 4]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[10, 2]"
Nashville Sounds,Gwinnett Stripers,"[12, 3]"
St. Paul,Iowa Cubs,"[2, 1]"
Norfolk Tides,Charlotte Knights,"[3, 5]"
Rochester Red Wings,Worcester,"[10, 13]"
Buffalo Bisons,Lehigh Valley IronPigs,"[8, 0]"
Memphis Redbirds,Omaha Storm Chasers,"[3, 1]"
Toledo Mud Hens,Indianapolis Indians,"[3, 2]"
Syracuse Mets,Scranton/WB,"[5, 11]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[6, 5]"
Columbus Clippers,Durham Bulls,"[3, 2]"
Nashville Sounds,Gwinnett Stripers,"[2, 9]"
St. Paul,Iowa Cubs,"[7, 6]"
Memphis Redbirds,Omaha Storm Chasers,"[5, 1]"
Rochester Red Wings,Worcester,"[3, 2]"
Syracuse Mets,Scranton/WB,"[11, 8]"
Norfolk Tides,Charlotte Knights,"[8, 6]"
Toledo Mud Hens,Indianapolis Indians,"[13, 9]"
Columbus Clippers,Durham Bulls,"[10, 7]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[4, 3]"
Nashville Sounds,Gwinnett Stripers,"[1, 7]"
St. Paul,Iowa Cubs,"[4, 8]"
Memphis Redbirds,Omaha Storm Chasers,"[8, 3]"
Columbus Clippers,Durham Bulls,"[9, 3]"
Buffalo Bisons,Lehigh Valley IronPigs,"[5, 4]"
Rochester Red Wings,Worcester,"[2, 12]"
Syracuse Mets,Scranton/WB,"[0, 19]"
Norfolk Tides,Charlotte Knights,"[8, 4]"
Toledo Mud Hens,Indianapolis Indians,"[4, 9]"
Memphis Redbirds,Omaha Storm Chasers,"[5, 4]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[4, 3]"
Nashville Sounds,Gwinnett Stripers,"[6, 2]"
St. Paul,Iowa Cubs,"[8, 6]"
Buffalo Bisons,Lehigh Valley IronPigs,"[9, 3]"
Norfolk Tides,Charlotte Knights,"[7, 9]"
Syracuse Mets,Scranton/WB,"[7, 8]"
Rochester Red Wings,Worcester,"[7, 9]"
Louisville Bats,Jacksonville Jumbo Shrimp,"[8, 9]"
Columbus Clippers,Durham Bulls,"[5, 15]"
Toledo Mud Hens,Indianapolis Indians,"[7, 9]"
Memphis Redbirds,Omaha Storm Chasers,"[2, 3]"
Nashville Sounds,Gwinnett Stripers,"[1, 0]"
St. Paul,Iowa Cubs,"[9, 3]"
Omaha Storm Chasers,Toledo Mud Hens,"[1, 8]"
Syracuse Mets,Worcester,"[4, 11]"
Worcester,Syracuse Mets,"[8, 4]"
Columbus Clippers,St. Paul,"[4, 7]"
Scranton/WB,Lehigh Valley IronPigs,"[3, 5]"
Indianapolis Indians,Rochester Red Wings,"[13, 3]"
Durham Bulls,Norfolk Tides,"[8, 1]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[6, 2]"
Gwinnett Stripers,Buffalo Bisons,"[13, 2]"
Nashville Sounds,Memphis Redbirds,"[3, 5]"
Iowa Cubs,Louisville Bats,"[10, 11]"
Gwinnett Stripers,Buffalo Bisons,"[3, 6]"
Durham Bulls,Norfolk Tides,"[5, 0]"
Iowa Cubs,Louisville Bats,"[5, 3]"
Indianapolis Indians,Rochester Red Wings,"[6, 4]"
Scranton/WB,Lehigh Valley IronPigs,"[1, 3]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[1, 3]"
Worcester,Syracuse Mets,"[7, 0]"
Columbus Clippers,St. Paul,"[7, 6]"
Omaha Storm Chasers,Toledo Mud Hens,"[2, 9]"
Nashville Sounds,Memphis Redbirds,"[3, 6]"
Lehigh Valley IronPigs,Scranton/WB,"[2, 4]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[3, 4]"
Worcester,Syracuse Mets,"[8, 1]"
Columbus Clippers,St. Paul,"[8, 7]"
Scranton/WB,Lehigh Valley IronPigs,"[3, 1]"
Durham Bulls,Norfolk Tides,"[1, 2]"
Indianapolis Indians,Rochester Red Wings,"[6, 2]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[9, 4]"
Gwinnett Stripers,Buffalo Bisons,"[2, 3]"
Omaha Storm Chasers,Toledo Mud Hens,"[7, 1]"
Iowa Cubs,Louisville Bats,"[5, 4]"
Worcester,Syracuse Mets,"[0, 11]"
Scranton/WB,Lehigh Valley IronPigs,"[6, 5]"
Durham Bulls,Norfolk Tides,"[2, 3]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[5, 8]"
Indianapolis Indians,Rochester Red Wings,"[6, 3]"
Gwinnett Stripers,Buffalo Bisons,"[1, 3]"
Columbus Clippers,St. Paul,"[11, 1]"
Nashville Sounds,Memphis Redbirds,"[5, 4]"
Omaha Storm Chasers,Toledo Mud Hens,"[4, 2]"
Iowa Cubs,Louisville Bats,"[6, 4]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[10, 0]"
Worcester,Syracuse Mets,"[3, 19]"
Scranton/WB,Lehigh Valley IronPigs,"[10, 1]"
Charlotte Knights,Jacksonville Jumbo Shrimp,"[0, 2]"
Gwinnett Stripers,Buffalo Bisons,"[1, 4]"
Indianapolis Indians,Rochester Red Wings,"[6, 8]"
Durham Bulls,Norfolk Tides,"[1, 2]"
Omaha Storm Chasers,Toledo Mud Hens,"[6, 5]"
Columbus Clippers,St. Paul,"[8, 3]"
Iowa Cubs,Louisville Bats,"[7, 2]"
Worcester,Syracuse Mets,"[4, 3]"
Scranton/WB,Lehigh Valley IronPigs,"[5, 4]"
Gwinnett Stripers,Buffalo Bisons,"[6, 2]"
Durham Bulls,Norfolk Tides,"[2, 4]"
Columbus Clippers,St. Paul,"[5, 2]"
Indianapolis Indians,Rochester Red Wings,"[3, 6]"
Iowa Cubs,Louisville Bats,"[10, 17]"
Omaha Storm Chasers,Toledo Mud Hens,"[7, 1]"
Nashville Sounds,Memphis Redbirds,"[2, 1]"
Buffalo Bisons,Scranton/WB,"[5, 10]"
Rochester Red Wings,Iowa Cubs,"[0, 3]"
Louisville Bats,Omaha Storm Chasers,"[1, 7]"
Syracuse Mets,Charlotte Knights,"[15, 7]"
Toledo Mud Hens,Columbus Clippers,"[4, 1]"
Lehigh Valley IronPigs,Worcester,"[9, 14]"
Jacksonville Jumbo Shrimp,Gwinnett Stripers,"[3, 4]"
St. Paul,Indianapolis Indians,"[4, 2]"
Memphis Redbirds,Durham Bulls,"[1, 3]"
Louisville Bats,Omaha Storm Chasers,"[5, 15]"
Toledo Mud Hens,Columbus Clippers,"[0, 3]"
Memphis Redbirds,Durham Bulls,"[5, 4]"
Norfolk Tides,Nashville Sounds,"[2, 1]"
Buffalo Bisons,Scranton/WB,"[7, 6]"
Rochester Red Wings,Iowa Cubs,"[4, 3]"
Syracuse Mets,Charlotte Knights,"[8, 9]"
Lehigh Valley IronPigs,Worcester,"[4, 3]"
Jacksonville Jumbo Shrimp,Gwinnett Stripers,"[7, 3]"
Norfolk Tides,Nashville Sounds,"[8, 7]"
St. Paul,Indianapolis Indians,"[2, 10]"
Norfolk Tides,Nashville Sounds,"[8, 4]"
Buffalo Bisons,Scranton/WB,"[1, 4]"
Rochester Red Wings,Iowa Cubs,"[4, 3]"
Louisville Bats,Omaha Storm Chasers,"[12, 4]"
Syracuse Mets,Charlotte Knights,"[3, 7]"
Toledo Mud Hens,Columbus Clippers,"[0, 2]"
Lehigh Valley IronPigs,Worcester,"[6, 3]"
Jacksonville Jumbo Shrimp,Gwinnett Stripers,"[4, 9]"
St. Paul,Indianapolis Indians,"[8, 3]"
Memphis Redbirds,Durham Bulls,"[0, 4]"
Buffalo Bisons,Scranton/WB,"[1, 5]"
Rochester Red Wings,Iowa Cubs,"[2, 1]"
Norfolk Tides,Nashville Sounds,"[3, 5]"
Syracuse Mets,Charlotte Knights,"[12, 5]"
Jacksonville Jumbo Shrimp,Gwinnett Stripers,"[3, 2]"
Lehigh Valley IronPigs,Worcester,"[1, 4]"
Toledo Mud Hens,Columbus Clippers,"[10, 4]"
Louisville Bats,Omaha Storm Chasers,"[6, 4]"
St. Paul,Indianapolis Indians,"[6, 8]"
Memphis Redbirds,Durham Bulls,"[8, 5]"
Buffalo Bisons,Scranton/WB,"[5, 8]"
Memphis Redbirds,Durham Bulls,"[8, 0]"
Toledo Mud Hens,Columbus Clippers,"[3, 14]"
Rochester Red Wings,Iowa Cubs,"[0, 4]"
St. Paul,Indianapolis Indians,"[7, 8]"
Jacksonville Jumbo Shrimp,Gwinnett Stripers,"[5, 3]"
Lehigh Valley IronPigs,Worcester,"[3, 4]"
Norfolk Tides,Nashville Sounds,"[1, 6]"
Syracuse Mets,Charlotte Knights,"[10, 3]"
Louisville Bats,Omaha Storm Chasers,"[7, 10]"
