home,away,ft
Hershey Bears,Lehigh Valley Phantoms,"[4, 2]"
Rochester Americans,Laval Rocket,"[4, 5]"
Texas Stars,Milwaukee Admirals,"[4, 2]"
Charlotte Checkers,Hershey Bears,"[3, 2]"
Rochester Americans,Laval Rocket,"[5, 3]"
Abbotsford Canucks,Colorado Eagles,"[2, 0]"
Texas Stars,Milwaukee Admirals,"[4, 6]"
Abbotsford Canucks,Colorado Eagles,"[3, 5]"
Laval Rocket,Rochester Americans,"[4, 1]"
Hershey Bears,Charlotte Checkers,"[3, 6]"
Milwaukee Admirals,Texas Stars,"[1, 6]"
Laval Rocket,Rochester Americans,"[1, 5]"
Colorado Eagles,Abbotsford Canucks,"[3, 1]"
Laval Rocket,Rochester Americans,"[5, 0]"
Milwaukee Admirals,Texas Stars,"[2, 3]"
Colorado Eagles,Abbotsford Canucks,"[0, 5]"
Laval Rocket,Charlotte Checkers,"[1, 5]"
Laval Rocket,Charlotte Checkers,"[2, 5]"
Abbotsford Canucks,Texas Stars,"[1, 0]"
Charlotte Checkers,Laval Rocket,"[5, 1]"
Texas Stars,Abbotsford Canucks,"[5, 2]"
Charlotte Checkers,Laval Rocket,"[3, 2]"
Abbotsford Canucks,Texas Stars,"[4, 2]"
Abbotsford Canucks,Charlotte Checkers,"[6, 1]"
Abbotsford Canucks,Charlotte Checkers,"[3, 2]"
Charlotte Checkers,Abbotsford Canucks,"[2, 3]"
